company_name,date,edu_req,hiring,job_name,viewed,wages,work_exp,work_place
百胜餐饮（成都）有限公司贵州分公司, 2021-12-29,大专,5,肯德基餐厅储备经理/管培生/储备干部—安顺,本职位累积查看：15597 次,3600--4000  月薪,不限,贵州-安顺市
贵州圣威源建设工程有限公司, 2021-12-29,不限,若干,二级建造师（水利、机电）,本职位累积查看：169 次,5000--10000  月薪,不限,贵州-贵阳市
贵州省开投建设工程有限公司, 2021-12-29,中专,2,项目部内勤/合同管理专员,本职位累积查看：4417 次,3000--4000  月薪,不限,贵州-贵阳市-白云区
贵阳骏丰建设工程有限公司, 2021-12-29,不限,10,房建注册监理工程师,本职位累积查看：5642 次,4000以上  月薪,不限,贵州-贵阳市-小河区
贵州博润投资（控股）股份有限公司, 2021-12-29,本科,1,法务经理/主管,本职位累积查看：661 次,15000--25000  月薪,5年以上,贵州-贵阳市-南明区
中国太平洋财产保险股份有限公司贵州分公司, 2021-12-29,本科,1,企划分析岗,本职位累积查看：2159 次,6000--8000  月薪,不限,贵州-贵阳市
贵州中投腾达置业有限公司, 2021-12-29,本科,1,法务经理/总监,本职位累积查看：2561 次,15000--50000  月薪,5年以上,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,急聘健身教练,本职位累积查看：1596 次,6000--12000  月薪,不限,贵州-安顺市-紫云苗族布依族自治县
利亚集团有限公司, 2021-12-29,大专,1,景观工程师,本职位累积查看：4029 次,6000--8000  月薪,2-5 年,贵州-毕节地区
贵州水务建设工程有限公司, 2021-12-29,本科,1,法务（合规）岗,本职位累积查看：719 次,6000--10000  月薪,3年以上,贵州-贵阳市-观山湖区
贵州永吉房地产开发有限责任公司, 2021-12-29,本科,1,出纳,本职位累积查看：3343 次,4000  月薪,3-5 年,贵州-贵阳市-观山湖区
贵州水务建设工程有限公司, 2021-12-29,不限,6,文员（项目部）,本职位累积查看：1229 次,4000--8000  月薪,3年以上,贵州
贵州顺成劳务管理有限公司, 2021-12-29,初中,1,零星维修人员,本职位累积查看：287 次,面议,1年以上,贵州-贵阳市-南明区
广州天力物业发展有限公司贵阳分公司, 2021-12-29,不限,若干,保洁员,本职位累积查看：6350 次,2400--3000  月薪,不限,贵州-贵阳市
江西同济建设项目管理股份有限公司, 2021-12-29,不限,若干,市场部经理,本职位累积查看：453 次,100000以上  年薪,3年以上,贵州-贵阳市
律正投资管理（上海）有限公司贵阳分公司, 2021-12-29,不限,若干,蚂蚁花呗催收员,本职位累积查看：584 次,8000--20000  月薪,不限,贵州-贵阳市-观山湖区
贵州格林勇创环境工程有限公司, 2021-12-29,大专,1,办公室行政人员,本职位累积查看：1294 次,3000--5500  月薪,1年以上,广东-广州市
七冶金海建设有限责任公司, 2021-12-29,不限,1,施工员,本职位累积查看：693 次,6000--8000  月薪,不限,贵州-黔南布依族苗族自治州-贵定县
百胜餐饮（成都）有限公司贵州分公司, 2021-12-29,大专,10,必胜客餐厅储备经理/管培生储备干部—贵阳,本职位累积查看：15001 次,3850--5000  月薪,不限,贵州-贵阳市-云岩区
贵州民投集团, 2021-12-29,不限,1,财务总监,本职位累积查看：459 次,10000--20000  月薪,不限,贵州-贵阳市-清镇市
解放军第九二五医院, 2021-12-29,本科,3,消化内科医师,本职位累积查看：469 次,2000--10000  月薪,不限,贵州-贵阳市-花溪区
贵州智联时代科技有限公司, 2021-12-29,不限,10,销售代表,本职位累积查看：1852 次,3000--8000  月薪,不限,贵州-贵阳市-南明区
贵州中禹建设工程有限公司, 2021-12-29,不限,3,水利水电工程专业电工,本职位累积查看：9023 次,3000--5000  月薪,3-5 年,贵州-贵阳市-观山湖区
贵州民投集团, 2021-12-29,不限,若干,大区经理,本职位累积查看：440 次,5000--10000  月薪,不限,贵州-贵阳市-云岩区
贵州同济规划设计研究院有限公司, 2021-12-29,不限,若干,行政主管/行政文员,本职位累积查看：14061 次,830以上  月薪,4年以上,贵州-贵阳市
中铁五局集团贵州工程有限公司, 2021-12-29,不限,3,试验员,本职位累积查看：18510 次,面议,不限,贵州-贵阳市
贵州中伟资源循环产业发展有限公司, 2021-12-29,大专,1,分析室主任/工程师,本职位累积查看：1662 次,7000--13000  月薪,5年以上,贵州-铜仁地区-玉屏侗族自治县
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,不限,2,综合主管,本职位累积查看：7270 次,60000--80000  年薪,不限,贵州-黔西南布依族苗族自治州
盘州市贵仁农业科技开发有限公司, 2021-12-29,大专,1,电商运营专员,本职位累积查看：1436 次,3000--4000  月薪,不限,贵州-六盘水市-盘州市
招商银行股份有限公司贵阳分行信用卡中心, 2021-12-29,本科,10,2022应届生招聘[只招应届毕业生],本职位累积查看：5163 次,4000以上  月薪,不限,贵州-贵阳市-云岩区
广发银行贵阳分行信用卡营销团队, 2021-12-29,大专,8,广发银行信用卡客户经理,本职位累积查看：4372 次,5000--10000  月薪,不限,贵州-贵阳市
华润水泥（安顺）有限公司, 2021-12-29,不限,5,工程汽车维修技术,本职位累积查看：341 次,5000--10000  月薪,不限,贵州-安顺市-西秀区
贵州澳源环保（集团）有限公司, 2021-12-29,大专,1,市场总监,本职位累积查看：1350 次,200000--400000  年薪,10年以上,贵州-贵阳市-观山湖区
广东海大集团都匀市益豚生态农业有限公司, 2021-12-29,初中,2,环保员,本职位累积查看：6746 次,3000--4500  月薪,1年以上,贵州-黔南布依族苗族自治州-都匀市
贵州建工集团第一建筑工程有限责任公司, 2021-12-29,不限,若干,预算员,本职位累积查看：566 次,7000--12000  月薪,3年以上,安徽-宿州市
解放军第九二五医院, 2021-12-29,本科,5,超声诊断科医师,本职位累积查看：480 次,10000以下  月薪,不限,贵州-贵阳市-花溪区
贵州金诚环保科技有限公司, 2021-12-29,中专,6,业务人员,本职位累积查看：13036 次,3000--6000  月薪,不限,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-29,不限,15,急聘健身教练,本职位累积查看：1637 次,6000--12000  月薪,不限,贵州-黔南布依族苗族自治州-龙里县
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,不限,5,项目工程部长,本职位累积查看：7460 次,150000--500000  年薪,不限,贵州
贵阳晨鸣交通设施有限公司, 2021-12-29,不限,1,行政人事专员,本职位累积查看：1180 次,面议,不限,贵州-贵阳市
贵州中诺教育, 2021-12-29,本科,50,初高中各科目教师,本职位累积查看：2990 次,3000--8000  月薪,不限,贵州-遵义市-绥阳县
律正投资管理（上海）有限公司贵阳分公司, 2021-12-29,不限,若干,消金信控专员,本职位累积查看：498 次,8000--20000  月薪,不限,江西-南昌市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,8,健身学徒包住宿,本职位累积查看：840 次,4000--6000  月薪,不限,贵州-遵义市-赤水市
贵州安泰万家生物科技有限公司, 2021-12-29,不限,20,销售代表,本职位累积查看：2607 次,2500--8000  月薪,不限,贵州-贵阳市-云岩区
贵州桥梁建设集团有限责任公司, 2021-12-29,大专,10,铁路工程专业一级建造师,本职位累积查看：231 次,8000--20000  月薪,5年以上,贵州-贵阳市-云岩区
一览网络技术部, 2021-12-29,不限,若干,测试工程师1,本职位累积查看：359 次,2000--3000  月薪,不限,广东-深圳市-罗湖区
安禾土地资源开发有限公司, 2021-12-29,本科,5,土地整治、高标设计项目负责人,本职位累积查看：78 次,50000--150000  年薪,2-20 年,贵州-贵阳市-云岩区
俊成建昱工程集团有限公司贵阳分公司, 2021-12-29,不限,若干,水利监理工程师,本职位累积查看：875 次,面议,不限,贵州-毕节地区-金沙县
贵州省开投建设工程有限公司, 2021-12-29,不限,2,房建技术负责人,本职位累积查看：5672 次,10000--20000  月薪,8-10 年,贵州-贵阳市-观山湖区
贵州宜辰建筑工程有限公司, 2021-12-29,本科,2,法务助理,本职位累积查看：876 次,4000--6000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,急聘健身教练,本职位累积查看：1616 次,6000--12000  月薪,不限,贵州-安顺市-西秀区
解放军第九二五医院, 2021-12-29,本科,2,医学影像技师,本职位累积查看：539 次,1800--10000  月薪,不限,贵州-贵阳市-花溪区
平安人寿保险股份有限公司贵州分公司兴愉热门部, 2021-12-29,高中,60,保险代理人,本职位累积查看：11412 次,1500以上  月薪,不限,贵州-贵阳市
贵州南方卓越投资运营管理（集团）有限公司, 2021-12-29,不限,1,市政资料员,本职位累积查看：3421 次,5000--8000  月薪,不限,贵州-黔南布依族苗族自治州-龙里县
贵州中伟资源循环产业发展有限公司, 2021-12-29,不限,10,维修工,本职位累积查看：1664 次,4000--6000  月薪,1年以上,贵州-铜仁地区-玉屏侗族自治县
贵州信达利生物科技有限公司, 2021-12-29,大专,1,销售工程师（安顺地区）,本职位累积查看：338 次,4000--6000  月薪,1-3 年,贵州-安顺市
贵州中诺教育, 2021-12-29,不限,40,高中各科目教师,本职位累积查看：921 次,面议,不限,广东-深圳市
贵州川恒化工股份有限公司, 2021-12-29,本科,1,技术工艺总监,本职位累积查看：446 次,150000--600000  年薪,5年以上,贵州-黔南布依族苗族自治州-福泉市
贵州福麟矿业有限公司, 2021-12-29,本科,1,电子信息技术员,本职位累积查看：246 次,6000--12000  月薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,若干,贵州省专业健身教练,本职位累积查看：443 次,6000--10000  月薪,不限,贵州-贵阳市-南明区
贵州万和生态环保有限公司, 2021-12-29,不限,1,施工员（港航资质）,本职位累积查看：10656 次,8000--10000  月薪,不限,贵州-贵阳市
贵州中伟资源循环产业发展有限公司, 2021-12-29,大专,若干,生产技术员,本职位累积查看：1877 次,4000--6000  月薪,不限,贵州-铜仁地区-玉屏侗族自治县
中国电建贵阳院生态与环境工程院, 2021-12-29,大专,2,招标专员,本职位累积查看：300 次,3000--3500  月薪,1年以上,贵州-贵阳市-观山湖区
律正投资管理（上海）有限公司贵阳分公司, 2021-12-29,不限,若干,消金信控专员,本职位累积查看：499 次,8000--20000  月薪,不限,湖北-武汉市
贵州广辉建设（集团）有限公司, 2021-12-29,不限,2,水电安装资料员,本职位累积查看：1330 次,8000--10000  月薪,不限,贵州-贵安新区
贵州南方卓越投资运营管理（集团）有限公司, 2021-12-29,大专,若干,项目专职安全员,本职位累积查看：742 次,5000--12000  月薪,3年以上,贵州-毕节地区-毕节市
贵州万和生态环保有限公司, 2021-12-29,不限,2,施工员（园林方面）,本职位累积查看：11244 次,4000--5000  月薪,不限,贵州-贵阳市
国中城投第七工程有限公司, 2021-12-29,大专,5,质量员,本职位累积查看：389 次,3000--8000  月薪,1年以上,贵州-贵阳市-花溪区
平安人寿保险股份有限公司贵州分公司兴愉热门部, 2021-12-29,高中,10,贷款专员,本职位累积查看：514 次,3000--20000  月薪,不限,贵州-贵阳市
中国平安人寿-何正兰, 2021-12-29,不限,若干,销售经理/主管,本职位累积查看：868 次,3000--10000  月薪,不限,贵州-贵阳市
贵州升钻源商贸有限责任公司, 2021-12-29,不限,5,店面导购（贵州区域）,本职位累积查看：2209 次,4000--10000  月薪,1-8 年,贵州-贵阳市
贵州同德药业股份有限公司, 2021-12-29,本科,2,财务会计,本职位累积查看：4 次,3500--5000  月薪,1-3 年,甘肃-定西市
中国人寿保险股份有限公司贵阳市花果园支公司, 2021-12-29,大专,10,销售代表,本职位累积查看：877 次,5500--8500  月薪,不限,贵州-贵阳市-南明区
贵州极兔供应链管理有限公司, 2021-12-29,大专,2,行政专员,本职位累积查看：701 次,4000--6000  月薪,1年以上,贵州-黔南布依族苗族自治州
贵州协力启航科技有限公司, 2021-12-29,不限,2,冲压成型模具技术员,本职位累积查看：665 次,4000--8000  月薪,3年以上,贵州-安顺市-平坝县
俊成建昱工程集团有限公司贵阳分公司, 2021-12-29,大专,若干,实习监理员[只招应届毕业生],本职位累积查看：998 次,1000--2000  月薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵阳兆明羊城西饼食品有限公司, 2021-12-29,不限,若干,店员,本职位累积查看：4722 次,2500--5000  月薪,不限,贵州-贵阳市-云岩区
上海二十冶建设有限公司贵州分公司, 2021-12-29,大专,1,安全员（贵阳）,本职位累积查看：2581 次,60000--120000  年薪,3年以上,贵州-贵阳市
平安区域服务四十二课, 2021-12-29,大专,5,区域服务人员,本职位累积查看：5009 次,2000以上  月薪,不限,贵州-贵阳市
贵州骁腾集团股份有限公司, 2021-12-29,大专,若干,健康管理员,本职位累积查看：9920 次,200000--600000  年薪,5年以下,贵州-安顺市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,15,急聘健身教练,本职位累积查看：1593 次,6000--12000  月薪,不限,贵州-黔南布依族苗族自治州-荔波县
贵州南方卓越投资运营管理（集团）有限公司, 2021-12-29,本科,2,网络运营专员,本职位累积查看：811 次,4000--8000  月薪,不限,贵州-贵阳市-观山湖区
贵州银雁科技服务有限公司, 2021-12-29,本科,13,农金业务岗（派遣编）,本职位累积查看：453 次,3000--5000  月薪,不限,贵州-贵阳市-观山湖区
贵州医科大学附属白云医院, 2021-12-29,本科,若干,颈部血管超声医师,本职位累积查看：1319 次,5000--10000  月薪,不限,贵州-贵阳市-白云区
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,不限,5,项目工程部长,本职位累积查看：7207 次,150000--500000  年薪,不限,贵州-黔西南布依族苗族自治州
中国水利水电第九工程局有限公司, 2021-12-29,不限,2,钻工,本职位累积查看：51 次,4000--8000  月薪,不限,国外-非洲
惠水东方希望畜牧有限公司, 2021-12-29,大专,3,繁殖场长-永平畜牧,本职位累积查看：339 次,12000--18000  月薪,3-5 年,云南-昆明市
贵州航天南海科技有限责任公司, 2021-12-29,不限,1,机修电工,本职位累积查看：469 次,6000--9000  月薪,不限,江苏-南通市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,5,退伍军人+教练学徒,本职位累积查看：2110 次,6000--12000  月薪,不限,贵州-贵阳市-南明区
贵州医科大学附属白云医院, 2021-12-29,不限,若干,内科医师,本职位累积查看：1508 次,1以上  月薪,不限,贵州-贵阳市
贵州杰龙地理信息科技有限公司, 2021-12-29,不限,10,国土资源数据库建设,本职位累积查看：12808 次,150000--200000  年薪,3年以上,贵州-贵阳市-观山湖区
中铁贵州旅游文化发展有限公司, 2021-12-29,本科,1,营销策划主管,本职位累积查看：5953 次,120000--180000  年薪,6年以上,贵州-贵阳市
国中城投第七工程有限公司, 2021-12-29,本科,3,采购主管,本职位累积查看：460 次,100000--150000  年薪,5年以上,贵州-贵阳市-花溪区
贵州恒聚岩土工程有限责任公司, 2021-12-29,不限,若干,岩土工程施工项目经理,本职位累积查看：838 次,面议,5年以上,贵州-贵阳市-观山湖区
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信开渠经理,本职位累积查看：240 次,5000--12000  月薪,不限,贵州-贵阳市-花溪区
贵州鑫新实业控股集团有限责任公司, 2021-12-29,本科,2,矿产品化工品销售员,本职位累积查看：692 次,5000--6000  月薪,1年以下,贵州-贵阳市-观山湖区
清镇市北大附属实验学校, 2021-12-29,不限,2,媒体编辑,本职位累积查看：6028 次,3000--6000  月薪,不限,贵州-贵阳市-清镇市
交通银行股份有限公司太平洋信用卡中心贵阳分中心, 2021-12-29,大专,10,交通银行信用卡BD大客户经理,本职位累积查看：133 次,6000--12000  月薪,不限,贵州-贵阳市
贵州麒龙房地产开发集团有限公司, 2021-12-29,中专,10,营销之星（置业顾问）[只招应届毕业生],本职位累积查看：1269 次,2000--5000  月薪,不限,贵州
贵州中投腾达置业有限公司, 2021-12-29,大专,1,资深Java开发工程师,本职位累积查看：1187 次,15000--25000  月薪,3-5 年,江苏-苏州市
贵州人才信息网RPO招聘, 2021-12-29,本科,若干,电商运营主管,本职位累积查看：1469 次,4000--10000  月薪,3年以上,贵州-贵阳市
中铁贵州旅游文化发展有限公司, 2021-12-29,本科,若干,专业工程师（水电）,本职位累积查看：4457 次,1以上  月薪,6年以上,贵州-贵阳市
贵州福麟矿业有限公司, 2021-12-29,本科,若干,环保专员,本职位累积查看：228 次,5000--8000  月薪,1年以上,贵州-黔南布依族苗族自治州-福泉市
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信开渠经理,本职位累积查看：247 次,5000--12000  月薪,不限,贵州-贵阳市-南明区
贵州信达利生物科技有限公司, 2021-12-29,不限,1,商务专员,本职位累积查看：285 次,4000--6000  月薪,1-3 年,贵州-贵阳市-乌当区
四川西南交大土木工程设计有限公司贵州分公司, 2021-12-29,本科,2,建筑给排水工程师,本职位累积查看：4444 次,5000--20000  月薪,不限,贵州-贵阳市-观山湖区
中国平安保险贵州区拓17课, 2021-12-29,大专,1,业务主管,本职位累积查看：1056 次,10000--80000  月薪,不限,贵州-贵阳市-云岩区
重庆市少云建筑安装工程有限公司贵州分公司, 2021-12-29,不限,若干,项目技术负责人,本职位累积查看：190 次,20000--25000  月薪,不限,贵州-贵阳市-云岩区
贵州益佰制药股份有限公司, 2021-12-29,本科,1,品管员,本职位累积查看：707 次,4000--5000  月薪,1年以上,贵州-贵阳市
贵州人才信息网RPO招聘, 2021-12-29,本科,1,物业经理,本职位累积查看：1454 次,14000--18000  月薪,5年以上,贵州-贵阳市
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信贵安、息烽、开阳、修文、白云、乌当片区经理,本职位累积查看：275 次,5000--12000  月薪,不限,贵州-贵阳市-开阳县
贵州睿豪华展科技有限公司, 2021-12-29,不限,5,中国电信开渠经理,本职位累积查看：227 次,3500--10000  月薪,1-3 年,贵州-贵阳市-云岩区
贵州圣济堂医药产业股份有限公司, 2021-12-29,不限,若干,管铆工,本职位累积查看：2790 次,5000--8000  月薪,3年以上,贵州-贵阳市-观山湖区
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,本科,若干,会计,本职位累积查看：765 次,3000--8000  月薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信贵安片区业务推广员,本职位累积查看：183 次,5000--15000  月薪,1-3 年,贵州-贵阳市-云岩区
贵阳市投资控股集团宏资酒店管理有限公司, 2021-12-29,中专,1,厨师长,本职位累积查看：854 次,8000--10000  月薪,2-3 年,贵州-贵阳市
贵州圣济堂医药产业股份有限公司, 2021-12-29,不限,1,药店实习店员,本职位累积查看：531 次,面议,不限,贵州-贵阳市-观山湖区
贵州德良方药业股份有限公司, 2021-12-29,大专,1,设备工程部经理,本职位累积查看：190 次,100000以上  年薪,5年以上,贵州-黔西南布依族苗族自治州
中牌工程项目管理有限公司, 2021-12-29,不限,1,高薪 诚聘行政一名,本职位累积查看：279 次,3500--4500  月薪,2-3 年,贵州-贵阳市-云岩区
贵州国升建设有限公司, 2021-12-29,不限,若干,消防安装项目经理及实习施工员,本职位累积查看：808 次,3000--8000  月薪,1年以上,贵州-毕节地区-毕节市
江西同济建设项目管理股份有限公司, 2021-12-29,不限,12,机电专业监理工程师,本职位累积查看：419 次,5000以上  月薪,3年以上,广西-河池市
中国电建贵阳院生态与环境工程院, 2021-12-29,硕士,2,环境影响评价及环保咨询评估,本职位累积查看：513 次,5000--12000  月薪,不限,贵州-贵阳市-观山湖区
贵阳喜来登贵航酒店, 2021-12-29,不限,若干,员工餐厅厨房主管,本职位累积查看：771 次,3300--4000  月薪,不限,贵州-贵阳市
贵州中诺教育, 2021-12-29,本科,10,高中物理教师,本职位累积查看：1368 次,5000--8000  月薪,1-3 年,贵州-贵阳市-花溪区
上海益中亘泰（集团）股份有限公司, 2021-12-29,不限,若干,项目运营类 （储备干部 ）,本职位累积查看：179 次,4000--8000  月薪,不限,贵州-贵阳市
贵州剑立消防工程有限责任公司贵阳分公司, 2021-12-29,不限,2,施工助理,本职位累积查看：667 次,4000--6500  月薪,2-3 年,贵州-贵阳市
贵阳市投资控股集团宏资酒店管理有限公司, 2021-12-29,中专,若干,预定员,本职位累积查看：866 次,3000--4000  月薪,1-2 年,贵州-贵阳市
贵州菁瑞健身管理有限公司, 2021-12-29,不限,10,私人教练+团操教练,本职位累积查看：1146 次,6000--12000  月薪,不限,贵州-铜仁地区-印江土家族苗族自治县
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,不限,2,水电工程师,本职位累积查看：7661 次,8000--12000  月薪,2-20 年,贵州-黔西南布依族苗族自治州
贵州格瑞特新材料有限公司, 2021-12-29,不限,3,直招电气技术员,本职位累积查看：1290 次,5000--5500  月薪,1-3 年,贵州-铜仁地区-玉屏侗族自治县
贵州天诚卓越建筑工程有限公司, 2021-12-29,不限,若干,二级建造师兼职,本职位累积查看：905 次,5000--30000  月薪,不限,贵州-遵义市
贵州兴百里电力设计有限公司, 2021-12-29,本科,2,电力系统,本职位累积查看：1153 次,5000--10000  月薪,不限,贵州-贵阳市-观山湖区
贵州诚行万林汽车销售服务有限公司, 2021-12-29,不限,若干,漆工,本职位累积查看：1437 次,3000--4500  月薪,1年,贵州-贵阳市-花溪区
贵州创汇咏诚律师事务所, 2021-12-29,不限,2,实习律师,本职位累积查看：4566 次,1500以上  月薪,不限,贵州-贵阳市-花溪区
贵州初好农业科技开发有限公司, 2021-12-29,不限,1,工程造价,本职位累积查看：312 次,面议,1年以上,贵州-六盘水市-水城县
贵州好生活智慧物业股份有限公司, 2021-12-29,大专,1,物业项目经理,本职位累积查看：556 次,6000--11000  月薪,5年以上,贵州-贵阳市-观山湖区
燕京啤酒（贵州）有限公司, 2021-12-29,大专,若干,贵州毕节办管培生,本职位累积查看：1031 次,5000--10000  月薪,不限,贵州-毕节地区-黔西县
贵州金域医学检验中心有限公司, 2021-12-29,本科,5,病理医生,本职位累积查看：9634 次,6000--10000  月薪,不限,贵州-贵阳市-白云区
贵州新阳光项目管理有限公司, 2021-12-29,本科,若干,行政综合（二）,本职位累积查看：2654 次,4500--5960  月薪,1年以上,贵州-贵阳市-观山湖区
贵州致力穿山机械设备有限责任公司, 2021-12-29,中专,2,电工,本职位累积查看：3876 次,50000--100000  月薪,2-5 年,贵州-黔南布依族苗族自治州-惠水县
国中城投第七工程有限公司, 2021-12-29,本科,1,组宣主管,本职位累积查看：416 次,50000--80000  年薪,不限,贵州-贵阳市-花溪区
贵州立爱生物科技有限公司, 2021-12-29,大专,1,食品发酵技术总监,本职位累积查看：611 次,8000--10000  月薪,8年以下,贵州-黔南布依族苗族自治州-惠水县
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信贵安、息烽、开阳、修文、白云、乌当片区经理,本职位累积查看：209 次,5000--12000  月薪,不限,贵州-贵阳市-白云区
中国水利水电第九工程局有限公司, 2021-12-29,本科,1,物资管理人员,本职位累积查看：957 次,5000以上  月薪,3年以上,贵州-贵阳市-观山湖区
贵州西能旅投建设有限公司, 2021-12-29,大专,2,建筑工程专业二级建造,本职位累积查看：16170 次,8000--15000  月薪,3-5 年,贵州-贵阳市
贵州春黔之声科技有限公司, 2021-12-29,不限,若干,学员,本职位累积查看：578 次,2000以上  月薪,不限,贵州-贵阳市-南明区
贵州诚行万林汽车销售服务有限公司, 2021-12-29,大专,8,销售顾问,本职位累积查看：1593 次,6000--20000  月薪,1-2 年,贵州-贵阳市-花溪区
辽宁时越市政工程设计有限公司贵阳分公司, 2021-12-29,不限,若干,矿山设计工程师,本职位累积查看：7 次,面议,2年以上,贵州-贵阳市-观山湖区
贵州银雁科技服务有限公司, 2021-12-29,本科,10,银行大堂经理J000833,本职位累积查看：1646 次,3500--8000  月薪,1年以上,贵州-贵阳市
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,本科,1,宣传专员,本职位累积查看：4804 次,45000--65000  年薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵州聚力项目管理咨询有限公司, 2021-12-29,本科,1,资深造价工程师,本职位累积查看：10538 次,200000--300000  年薪,10年以上,贵州-贵阳市-南明区
贵州顺成劳务管理有限公司, 2021-12-29,本科,1,财务,本职位累积查看：1003 次,3500--6000  月薪,1-3 年,贵州-贵阳市-南明区
贵州格林勇创环境工程有限公司, 2021-12-29,大专,若干,报告编制人员,本职位累积查看：1090 次,3000--10000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵州水务股份有限公司, 2021-12-29,本科,1,生产技术部-生产管理岗（污水、水环境治理方向）,本职位累积查看：1457 次,6000--8000  月薪,5年以上,贵州-贵阳市-观山湖区
贵州睿豪华展科技有限公司, 2021-12-29,不限,若干,中国电信宣传员,本职位累积查看：206 次,5000--12000  月薪,不限,贵州-贵阳市-开阳县
律正投资管理（上海）有限公司贵阳分公司, 2021-12-29,不限,若干,信用卡风控专员,本职位累积查看：553 次,8000--20000  月薪,不限,贵州-贵阳市-观山湖区
中国人寿贵阳都司支公司, 2021-12-29,大专,若干,人事专员,本职位累积查看：558 次,3000--5000  月薪,不限,贵州-贵阳市-乌当区
铜仁神鹰房地产开发有限公司, 2021-12-29,大专,1,人事主管,本职位累积查看：422 次,4000--6000  月薪,3-5 年,贵州-铜仁地区
贵州银雁科技服务有限公司, 2021-12-29,大专,3,银行监控岗J00865,本职位累积查看：913 次,3000--4000  月薪,1-2 年,贵州-贵阳市-观山湖区
贵州诺成科技有限公司, 2021-12-29,不限,若干,客户经理,本职位累积查看：1615 次,4000--8000  月薪,不限,贵州-贵阳市-观山湖区
贵州福麟矿业有限公司, 2021-12-29,本科,1,人力资源管理员（薪酬绩效专员）,本职位累积查看：554 次,5000--8000  月薪,3年以上,贵州-黔南布依族苗族自治州-福泉市
贵州天瀑房地产开发有限公司, 2021-12-29,高中,10,置业顾问,本职位累积查看：193 次,3500--5000  月薪,2年以上,贵州-安顺市-镇宁布依族苗族自治县
江西同济建设项目管理股份有限公司, 2021-12-29,本科,若干,投标专员,本职位累积查看：632 次,面议,1年以上,贵州-贵阳市-观山湖区
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-29,不限,20,车险新渠道专员,本职位累积查看：18849 次,3000--10000  月薪,不限,贵州-贵阳市-云岩区
贵州万国科技有限公司, 2021-12-29,不限,1,总经理助理,本职位累积查看：527 次,6000--8000  月薪,不限,贵州-贵阳市
天尚设计集团有限公司, 2021-12-29,本科,1,行政、人事文员,本职位累积查看：13807 次,面议,不限,贵州-贵阳市-观山湖区
律正投资管理（上海）有限公司贵阳分公司, 2021-12-29,中技,若干,信用卡客服人员,本职位累积查看：550 次,6000--20000  月薪,不限,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-29,不限,8,健身学徒包住宿,本职位累积查看：836 次,4000--6000  月薪,不限,贵州-遵义市-仁怀市
通号工程局集团建设工程有限公司贵州分公司, 2021-12-29,本科,2,项目商务合约部长（房建）,本职位累积查看：3011 次,130000--180000  年薪,3-5 年,贵州-黔西南布依族苗族自治州
贵州远诚自控科技有限公司, 2021-12-29,本科,3,电气自控工程师,本职位累积查看：3180 次,5000--10000  月薪,5-10 年,贵州-贵阳市-白云区
贵州劲嘉新型包装材料有限公司, 2021-12-29,不限,1,自动糊盒机长,本职位累积查看：3746 次,6000--8000  月薪,5-10 年,贵州-贵阳市-小河区
贵州百诺达贸易有限公司, 2021-12-29,不限,若干,穿板模特,本职位累积查看：76 次,4000--5000  月薪,1年以下,贵州-贵阳市-云岩区
贵阳达亨恒企会计咨询有限公司, 2021-12-29,大专,2,课程顾问,本职位累积查看：386 次,5000--8000  月薪,1-3 年,贵州-贵阳市-云岩区
华蓝设计（集团）有限公司贵阳分公司, 2021-12-29,不限,3,结构设计工程师,本职位累积查看：2733 次,5000以上  月薪,5年以上,贵州-贵阳市-南明区
都匀万达广场商业管理有限公司, 2021-12-29,本科,1,物业经理,本职位累积查看：1456 次,6000--10000  月薪,5年以上,贵州-黔南布依族苗族自治州-都匀市
